barcode,dateaccessioned,title,editionstatement,author,Subject,Callnumber,Shelving_location,itemtype,price
224DB0647,18/07/2011,TEST YOUR C SKILLS,4,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0648,18/07/2011,ENGINEERING DRAWING,49,BHATT N.D. ,IT,/BHA,,DB,
224DB0649,18/07/2011,VISUAL BASIC 6 PROGRAMMING BLACK BOOK,,HOLZNER STEVE ,COMPUTER,/HOL,,DB,
224DB0650,30/08/2011,PRINCIPLES OF ELECTROMAGNETICS,4,SADIKU MATHEW ,E &amp; TC,/SAD,,DB,
224DB0651,30/07/2011,8051 MICROCONTROLLER AND EMBEDDED SYSTEMS,1,MAZIDI MUHAMMAD  ,COMPUTER,629.895/MAZ,,DB,
224DB0652,22/08/2011,DATA NETWORK AND INTERNET COMMUNICATION TECHNOLOGY,,ELAHI AFA ,COMPUTER,/ELA,,DB,
224DB0653,22/08/2011,MS DOS PROGRAMMING,,DUNCAN RAY ,COMPUTER,/DUN,,DB,
224DB0654,22/08/2011,TEST YOUR C SKILLS,4,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0655,22/08/2011,TEST YOUR C SKILLS,4,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0656,22/08/2011,OPERATING SYSTEMS,,STALLING WILLIAM ,COMPUTER,/STA,,DB,
224DB0657,22/08/2011,PROGRAMMING LANGUAGES,,ROOSTA SEYED ,COMPUTER,/ROO,,DB,
224DB0658,23/08/2011,ENGINEERING CHEMISTRY,15,JAIN P.C. ,IT,/JAI,,DB,
224DB0659,23/08/2011,ADVANCED MICROPROCESSORS AND PERIPHERIALS,,BHURCHANDI K.M. ,COMPUTER,/BHU,,DB,
224DB0660,02/09/2011,UML 2.0 IN A NUTSHELL,,PILONE DAN ,COMPUTER,/PIL,,DB,
224DB0661,02/09/2011,DATA STRUCTURES THROUGH C,,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0662,06/09/2011,JAVA 2 : VERSION 1.4 PROGRAMMING LITTLE BLACK BOOK,7,SCHILDT HERBERT ,COMPUTER,/SCH,,DB,
224DB0663,06/09/2011,LET US C SOLUTIONS,8,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0664,06/09/2011,TEST YOUR C SKILLS,4,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0665,06/09/2011,ENGINEERING CIRCUIT ANALYSIS,6,HAYT WILLIAM ,E &amp; TC,/HAY,,DB,
224DB0666,09/09/2011,GATE (E&TC),35,HANDA A. ,E &amp; TC,/HAN,,DB,
224DB0667,10/09/2011,LET US C SOLUTIONS,,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0668,14/09/2011,TEST YOUR C SKILLS,3,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0669,14/09/2011,TEST YOUR C SKILLS,4,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0670,16/09/2011,TROUBLESHOOTING MAINTAINING & REPAIRING PCS,5,BIGELOW S J ,COMPUTER,/BIG,,DB,
224DB0671,23/10/2011,ELECTRIC MACHINERY AND TRANSFORMERS,3,GURU B S ,E &amp; TC,/GUR,,DB,
224DB0672,23/09/2011,OPERATING SYSTEMS CONCEPTS & DESIGN,6,SILBERSCHATZ ABRAHAM ,COMPUTER,/SIL,,DB,
224DB0673,23/09/2011,SQL/PL/SQL: THE PROGRAMMING LANGUAGE OF ORACLE,3,BAYROSS  IVAN ,COMPUTER,/BAY,,DB,
224DB0674,23/09/2011,SOFTWARE ENGINEERING,6,PRESSMAN ROGER ,COMPUTER,/PRE,,DB,
224DB0675,23/09/2011,MASTERING VISUAL BASIC 6,6,PETROUTSOS EVANGELOS ,COMPUTER,/PET,,DB,
224DB0676,12/10/2011,TEST YOUR C SKILLS,2,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0677,12/10/2011,QUANTITATIVE APTITUDE,,AGGARWAL R.S. ,COMPUTER,/AGG,,DB,
224DB0678,19/10/2011,COMPILERS,,AHO ALFRED ,COMPUTER,/AHO,,DB,
224DB0679,19/10/2011,PROGRAMMING LANGUAGES,4,PRATT TRRRENCE ,COMPUTER,/PRA,,DB,
224DB0680,20/10/2011,TEST YOUR C SKILLS,4,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0681,08/11/2011,SYSTEM PROGRAMMING AND OPERATING SYSTEMS,2,DHAMDHERE D. M. ,COMPUTER,620.106/TRE,,DB,
224DB0682,08/11/2011,8051 MICROCONTROLLER AND EMBEDDED SYSTEMS,,MAZIDI MUHAMMAD ,E &amp; TC,629.895/MAZ,,DB,
224DB0683,08/11/2011,TEST YOUR C SKILLS,4,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0684,08/11/2011,SQL/PL/SQL: THE PROGRAMMING LANGUAGE OF ORACLE,3,BAYROSS  IVAN ,COMPUTER,/BAY,,DB,
224DB0685,08/11/2011,SQL/PL/SQL: THE PROGRAMMING LANGUAGE OF ORACLE,3,BAYROSS  IVAN ,COMPUTER,/BAY,,DB,
224DB0686,08/11/2011,QUANTITATIVE APTITUDE,,AGGARWAL R.S. ,E &amp; TC,371.26/AGG,,DB,
224DB0687,08/11/2011,QUANTITATIVE APTITUDE,,AGGARWAL R.S. ,E &amp; TC,/AGG,,DB,
224DB0688,08/11/2011,QUANTITATIVE APTITUDE,2,AGGARWAL R.S.  ,E &amp; TC,610.28/,,DB,3626
224DB0689,08/11/2011,OPERATING SYSTEMS,,STALLING WILLIAM ,COMPUTER,/STA,,DB,
224DB0690,08/11/2011,QUANTITATIVE APTITUDE,,AGGARWAL R.S. ,E &amp; TC,371.26/AGG,,DB,
224DB0691,08/11/2011,QUANTITATIVE APTITUDE,,AGGARWAL R.S. ,E &amp; TC,371.26/AGG,,DB,
224DB0692,08/11/2011,LET US C SOLUTIONS,10,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0693,08/11/2011,LET US C SOLUTIONS,10,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0694,10/11/2011,LET US C SOLUTIONS,8,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0695,21/11/2011,LET US C,11,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0696,21/11/2011,LET US C,9,KANETKAR YASHAVANT ,IT,005.133C/KAN,,DB,
224DB0697,22/11/2011,TEST YOUR C SKILLS,5,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0698,23/11/2011,OBJECT-ORIENTED PROGRAMMING WITH C++,2,BALAGRUSAMY E ,COMPUTER,/BAL,,DB,
224DB0699,26/11/2011,LET US C SOLUTIONS,11,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0700,30/11/2011,SQL/PL/SQL:  THE PROGRAMMING LANGUAGE OF ORACLE,,BAYROSS  IVAN ,IT,/BAY,,DB,
224DB0701,07/12/2011,INTRODUCTION TO FUZZY SETS AND FUZZY LOGIC,,GANESH M ,E &amp; TC,/GAN,,DB,
224DB0702,07/12/2011,THE UNUFUED MODELING LANGUAGE USER GUIDE,,BOOCH GRADY ,COMPUTER,/BOO,,DB,
224DB0703,15/12/2011,LET US C SOLUTIONS,11,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0704,20/12/2011,LET US C SOLUTIONS,8,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0705,20/12/2011,LET US C SOLUTIONS,11,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0706,28/12/2011,SYSTEM PROGRAMMING,,DONAVAN JHON ,COMPUTER,/DON,,DB,
224DB0707,28/12/2011,UNIX CONCEPTS AND APPLICATIONS,4,DAS SUMITABHA ,COMPUTER,/DAS,,DB,
224DB0708,02/01/2012,ENCYCIOPEDIA OF GRAPHICS FILE FORMAT,2,MURRAY JAMES ,COMPUTER,/MUR,,DB,
224DB0709,03/01/2012,LET US C SOLUTIONS,11,KANETKAR YASHAVANT ,COMPUTER,005.133c/KAN,,DB,
224DB0710,03/01/2012,CRYPTOGRAPHY AND NETWORK SECURITY :,2,KAHATE ATUL ,IT,/KAH,,DB,
224DB0711,03/01/2012,DATABASE SYSTEM CONCEPTS,5,SILBERSCHATZ ABRAHAM ,COMPUTER,/SIL,,DB,
224DB0712,05/01/2012,PROGRAMMING IN ANSI C,5,BALAGRUSAMY E ,COMPUTER,/BAL,,DB,
224DB0713,05/01/2012,LET US C,9,KANETKAR YASHAVANT ,IT,005.133C/KAN,,DB,
224DB0714,05/01/2012,TEST YOUR C SKILLS,4,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0715,05/01/2012,COMPUTER NETWORKS,4,TENENHAUM ANDREW ,COMPUTER,/TEN,,DB,
224DB0716,10/01/2012,QUANTITATIVE APTITUDE,,AGGARWAL R.S. ,IT,/AGG,,DB,
224DB0717,12/01/2012,QUANTITATIVE APTITUDE,,AGGARWAL R.S. ,IT,/AGG,,DB,
224DB0718,12/01/2012,ADVANCED ENGINEERING MATHEMATICS,8,KREYSZING ERWIN ,ME-COMP,/KRE,,DB,
224DB0719,12/01/2012,SOFTWARE ENGINEERING,5,PRESSMAN ROGER ,COMPUTER,/PRE,,DB,
224DB0720,27/01/2012,CRYPTOGRAPHY AND NETWORK SECURITY :,2,KAHATE ATUL ,IT,005.82/KAH,,DB,
224DB0721,27/01/2012,ADVANCED MICROPROCESSORS AND PERIPHERIALS,1,BHURCHANDI K.M. ,E &amp; TC,004016/BHU,,DB,
224DB0722,27/01/2012,COMPUTER FUNDAMENTALS,4,SINHA PRADEEP K ,COMPUTER,004/SIN,,DB,
224DB0723,24/02/2012,ISDN AND BROADBAND ISDN WITH FRAME RELAY AND ATM,,STALLING WILLIAM ,COMPUTER,621.382/STA,,DB,
224DB0724,24/02/2012,SOFTWARE TESTING TOOLS,,PRASAD K.V.K.K. ,COMPUTER,005.1/PRA,,DB,
224DB0725,24/02/2012,LET US C,11,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0726,24/02/2012,OBJECT-ORIENTED PROGRAMMING WITH C++,5,BALAGRUSAMY E ,COMPUTER,005.12/BAL,,DB,
224DB0727,24/02/2012,OBJECT-ORIENTED PROGRAMMING WITH C++,5,BALAGRUSAMY E ,COMPUTER,005.12/BAL,,DB,
224DB0728,24/02/2012,QUANTITATIVE APTITUDE,,AGGARWAL R.S. ,E &amp; TC,371.26/AGG,,DB,
224DB0729,24/02/2012,COMPUTER FUNDAMENTALS,4,SINHA PRADEEP K ,COMPUTER,004/SIN,,DB,
224DB0730,24/02/2012,COMPUTER FUNDAMENTALS,4,SINHA PRADEEP K ,COMPUTER,004/SIN,,DB,
224DB0731,05/03/2012,OBJECTIVE GENERAL KNOWLEDGE YEAR BOOK 2013,, ,IT,371.26/,,DB,
224DB0732,05/03/2012,8051 MICROCONTROLLER AND EMBEDDED SYSTEMS,2,MAZIDI MUHAMMAD ,E &amp; TC,629.895/MAZ,,DB,
224DB0733,13/03/2012,FUNDAMENTALS OF COMPUTER ALGORITHMS,,HOROWITZ E,COMPUTER,005.12/HOR,,DB,
224DB0734,08/03/2012,COMPILER CONSTRUCTION PRINCIPALS F PRACTICE,,LOUDEN KENNETH ,COMPUTER,005.453/LOU,,DB,
224DB0735,13/03/2012,TEST YOUR C SKILLS,5,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0736,15/03/2012,ADVANCED MICROPROCESSORS AND PERIPHERIALS,2,RAY K A,E &amp; TC,004.16/K,,DB,
224DB0737,19/03/2012,HOW TO SOLVE IT BY COMPUTER,,DROMEY R. G. ,COMPUTER,004/DRO,,DB,
224DB0738,19/03/2012,HOW TO SOLVE IT BY COMPUTER,,DROMEY R. G. ,COMPUTER,004/DRO,,DB,
224DB0739,19/03/2012,HOW TO SOLVE IT BY COMPUTER,,DROMEY R. G. ,COMPUTER,004/DRO,,DB,
224DB0740,19/03/2012,HOW TO SOLVE IT BY COMPUTER,,DROMEY R. G. ,COMPUTER,004/DRO,,DB,
224DB0741,19/03/2012,HOW TO SOLVE IT BY COMPUTER,,DROMEY R. G. ,COMPUTER,004/DRO,,DB,
224DB0742,19/03/2012,HOW TO SOLVE IT BY COMPUTER,,DROMEY R. G. ,COMPUTER,004/DRO,,DB,
224DB0743,19/03/2012,HOW TO SOLVE IT BY COMPUTER,,DROMEY R. G. ,COMPUTER,004/DRO,,DB,
224DB0744,19/03/2012,HOW TO SOLVE IT BY COMPUTER,,DROMEY R. G. ,COMPUTER,004/DRO,,DB,
224DB0745,19/03/2012,HOW TO SOLVE IT BY COMPUTER,,DROMEY R. G. ,COMPUTER,004/DRO,,DB,
224DB0746,19/03/2012,HOW TO SOLVE IT BY COMPUTER,,DROMEY R. G. ,COMPUTER,004/DRO,,DB,
224DB0747,24/03/2012,PROGRAMMING IN ANSI C,5,BALAGRUSAMY E ,COMPUTER,005.133C/BAL,,DB,
224DB0748,24/03/2012,PROGRAMMING IN ANSI C,5,BALAGRUSAMY E ,COMPUTER,005.133/BAL,,DB,
224DB0749,09/04/2012,DATA STRUCTURES THROUGH C++,,KANETKAR YASHAVANT ,COMPUTER,005.73/KAN,,DB,
224DB0750,17/04/2012,WRITING TSRS THROUGH C,,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0751,17/04/2012,MODERN DIGITAL ELECTRONICS,3,JAIN R P ,E &amp; TC,621.395/JAI,,DB,
224DB0752,21/04/2012,LET US C,11,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0753,21/04/2012,HTML JAVASCRIPT DHTML AND PHP,4,BAYROSS  IVAN ,COMPUTER,/BAY,,DB,
224DB0754,02/05/2012,TEST YOUR C SKILLS,4,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0755,02/05/2012,MATHEMATICAL CIRCULES,,DMLTRI FOMIN ,COMPUTER,510/DML,,DB,
224DB0756,02/05/2012,PROGRAMMING WITH JAVA A PRIMER,4,BALAGRUSAMY E ,COMPUTER,005.133J/BAL,,DB,
224DB0757,30/04/2012,LET US C,8,KANETKAR YASHAVANT ,IT,005.133C/KAN,,DB,
224DB0758,30/04/2012,EXPLORING C,2,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0759,30/04/2012,TEST YOUR C SKILLS,5,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0760,30/04/2012,LET US C SOLUTIONS,8,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0761,30/04/2012,LET US C SOLUTIONS,,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0762,30/04/2012,LET US C SOLUTIONS,8,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0763,30/04/2012,WRITING TSRS THROUGH C,,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0764,30/04/2012,WRITING TSRS THROUGH C,,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0765,30/04/2012,WIRELESS COMMUNICATIONS,2,RAPPAPORT THEODERE ,E &amp; TC,621.385/RAP,,DB,
224DB0766,30/04/2012,WIRELESS COMMUNICATIONS,,RAPPAPORT THEODERE ,E &amp; TC,621.382/RAP,,DB,
224DB0767,30/04/2012,SQL/PL/SQL:  THE PROGRAMMING LANGUAGE OF ORACLE,3,BAYROSS  IVAN ,COMPUTER,005.74/BAY,,DB,
224DB0768,30/04/2012,QUANTITATIVE APTITUDE,,AGGARWAL R.S. ,E &amp; TC,371.26/AGG,,DB,
224DB0769,30/04/2012,8051 MICROCONTROLLER AND EMBEDDED SYSTEMS,2,MAZIDI MUHAMMAD ,E &amp; TC,629.895/MAZ,,DB,
224DB0770,02/05/2012,THEORY OF COMPUTATION,,PUNTAMBEKAR A.A. ,COMPUTER,/PUN,,DB,
224DB0771,02/05/2012,THEORY OF COMPUTATION,,PATIL VARSHA ,COMPUTER,/PAT,,DB,
224DB0772,05/05/2012,JAVA SERVLETS BY EXAMPLE,,WILLIAMSON A R ,COMPUTER,/WIL,,DB,
224DB0773,05/05/2012,EXPLORING C,2,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0774,08/05/2012,COMPUTER SCIENCE,,FOROUZAN BEHROUZ ,COMPUTER,/FOR,,DB,
224DB0775,08/05/2012,8051 MICROCONTROLLER AND EMBEDDED SYSTEMS,2,MAZIDI MUHAMMAD ,E &amp; TC,629.895/MAZ,,DB,
224DB0776,11/05/2012,DIGITAL SIGNAL PROCESSING  IN VLSI,,HIGGINS RICHARD ,COMPUTER,/HIG,,DB,
224DB0777,11/05/2012,DIGITAL SIGNAL PROCESSING LABORATORY,,INGLE V K ,COMPUTER,/ING,,DB,
224DB0778,11/05/2012,DIGITAL SIGNAL PROCESSING APPLICATIONS USING THE ADSP -2100  FAMILY VOL.1,, ,COMPUTER,/,,DB,
224DB0779,15/05/2012,LET US C,11,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0780,22/05/2012,QUANTITATIVE APTITUDE,,AGGARWAL R.S. ,E &amp; TC,371.26/AGG,,DB,
224DB0781,22/05/2012,QUANTITATIVE APTITUDE,,AGGARWAL R.S. ,E &amp; TC,371.26/AGG,,DB,
224DB0782,22/05/2012,TEST YOUR C SKILLS,5,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0783,22/05/2012,SQL THE COMPLETE REFERENCE,2,GROFF JAMES R ,COMPUTER,005.74/GRO,,DB,
224DB0784,22/05/2012,XML THE COMPLETE REFERENCE,,HEATHER J ,COMPUTER,005.133XML/HEA,,DB,
224DB0785,22/05/2012,STRUTS THE COMPLETE REFERENCE,2,HOLMES J. ,COMPUTER,005.133J/HOL,,DB,
224DB0786,22/05/2012,IBM PC ASSEMBLY LANGUAGE AND PROGRAMMING,3,ABEL  PETER ,COMPUTER,005.2/ABE,,DB,
224DB0787,23/05/2012,C & DATA STRUCTURES,,DESHPANDE P.S. ,COMPUTER,005.133C/DES,,DB,
224DB0788,24/05/2012,LET US C,9,KANETKAR YASHAVANT ,IT,005.133C/KAN,,DB,
224DB0789,24/05/2012,OPERATING SYSTEMS,6,STALLING WILLIAM ,COMPUTER,005.43/STA,,DB,
224DB0790,24/05/2012,VHDL PRIMER,3,BHASKAR J. ,E &amp; TC,621.392/BHA,,DB,
224DB0791,09/06/2012,LET US C,11,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0792,09/06/2012,LET US C SOLUTIONS,8,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0793,09/06/2012,C PROGRAMMING LANGUAGE,2,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0794,09/06/2012,TEST YOUR C SKILLS,5,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0795,09/06/2012,8051 MICROCONTROLLER AND EMBEDDED SYSTEMS,2,MAZIDI MUHAMMAD ,E &amp; TC,629.895/MAZ,,DB,
224DB0796,21/06/2012,MACROMEDIA STUDIO MAX 2004 FOR DUMMIES,,DEAN DAMON ,COMPUTER,/DEA,,DB,1
224DB0797,21/06/2012,MICROWAVE AND RADER ENGINEERING,3,KULKARNI M. ,COMPUTER,/KUL,,DB,
224DB0798,21/06/2012,DESIGN OF THE UNIX OPERATING SYSTEMS,,BACH MOURICE ,COMPUTER,/BAC,,DB,
224DB0799,03/07/2012,QUANTITATIVE APTITUDE,,AGGARWAL R.S. ,COMPUTER,371.26/AGG,,DB,
224DB0800,03/07/2012,QUANTITATIVE APTITUDE,,AGGARWAL R.S. ,COMPUTER,371.26/AGG,,DB,
224DB0801,11/07/2012,DIGITAL SIGNAL PROCESSING,,IFEACHOR EMMANUEL ,ME-E&amp;TC,/IFE,,DB,
224DB0802,11/07/2012,C PROGRAMMING LANGUAGE,2,KERNIGHAN BRIAN W. ,COMPUTER,/KER,,DB,
224DB0803,11/07/2012,FUNDAMENTALS OF COMPUTER ALGORITHMS,2,HOROWITZ ELLIS ,IT,/HOR,,DB,
224DB0804,11/07/2012,SOFTWARE ENGINEERING,8,SOMMERVILLE LAN ,ME-COMP,/SOM,,DB,
224DB0805,11/07/2012,UNDERSTANDING POINTERS IN C,,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0806,24/07/2012,ARANYAGARBH,,INGOLE V.T. ,IT,/ING,,DB,
224DB0807,18/07/2012,ARANYAGARBH,,INGOLE V.T. ,IT,/ING,,DB,
224DB0808,28/07/2012,8051 MICROCONTROLLER AND EMBEDDED SYSTEMS,2,MAZIDI MUHAMMAD ,IT,629.895/MAZ,,DB,
224DB0809,28/07/2012,TEST YOUR C SKILLS,5,KANETKAR YASHAVANT ,COMPUTER,005.133/KAN,,DB,
224DB0810,28/07/2012,SATELLITE COMMUNICATIONS,2,PRATT TIMOTHY ,ME-E&amp;TC,621.3825/PRA,,DB,
224DB0811,10/08/2012,DISTRIBUTED SYSTEMS PRINCIPLES AND PARADIGMS,2,TENENHAUM ANDREW ,ME-COMP,/TEN,,DB,
224DB0812,10/08/2012,OBJECT-ORIENTED PROGRAMMING WITH C++,5,BALAGRUSAMY E ,IT,/BAL,,DB,
224DB0813,24/08/2012,LET US C #,,KANETKAR YASHAVANT ,IT,005.133C/KAN,,DB,
224DB0814,23/08/2012,TEST YOUR C SKILLS,5,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0815,23/08/2012,UNDERSTANDING POINTERS IN C,,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0816,23/08/2012,DATABASE MANAGEMENT SYSTEMS,,SILBERSCHATZ ABRAHAM ,COMPUTER,005.72/SIL,,DB,
224DB0817,23/08/2012,OBJECT-ORIENTED PROGRAMMING WITH C++,4,BALAGRUSAMY E ,IT,/BAL,,DB,
224DB0818,23/08/2012,DIGITAL SIGNAL PROCESSING,4,PROAKIS  J G ,COMPUTER,621.3822/PRO,,DB,
224DB0819,07/09/2012,C PROGRAMMING LANGUAGE,,KERNIGHAN BRIAN W. ,COMPUTER,/KER,,DB,
224DB0820,07/09/2012,QUANTITATIVE APTITUDE,2012,AGGARWAL R.S. ,COMPUTER,/AGG,,DB,
224DB0821,07/09/2012,TEST YOUR C SKILLS,5,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,
224DB0822,07/09/2012,FUNDAMENTALS OF DATA STRUCTURES IN C++,2,HOROWITZ ELLIS ,COMPUTER,/HOR,,DB,
224DB0823,07/09/2012,8051 MICROCONTROLLER AND EMBEDDED SYSTEMS,2,MAZIDI MUHAMMAD ,E &amp; TC,629.895/MAZ,,DB,
224DB0824,06/10/2012,LET US C,8,KANETKAR YASHAVANT ,E &amp; TC,005.133C/KAN,,DB,
224DB0825,06/10/2012,LEX AND YACC,,LEVINE  J R ,COMPUTER,/LEV,,DB,
224DB0826,06/10/2012,PROGRAMMING WITH JAVA PRIMER,3,BALAGRUSAMY E ,COMPUTER,/BAL,,DB,
224DB0827,06/10/2012,MODERN DIGITAL ELECTRONICS,4,JAIN R P ,COMPUTER,/JAI,,DB,
224DB0828,18/10/2012,LET US C,12,KANETKAR YASHAVANT ,E &amp; TC,005.133C/KAN,,DB,
224DB0829,18/10/2012,TEST YOUR C SKILLS,4,KANETKAR YASHAVANT ,IT,005.133C/KAN,,DB,
224DB0830,18/10/2012,LET US C SOLUTIONS,8,KANETKAR YASHAVANT ,E &amp; TC,005.133C/KAN,,DB,
224DB0831,18/10/2012,THE DESIGN OF THE UNIX OPERTATING SYSTEMS,,BACH MOURICE ,IT,005.4469/BAC,,DB,
224DB0832,18/10/2012,PROGRAMMING WITH JAVA,4,BALAGRUSAMY E ,COMPUTER,005.133J/BAL,,DB,
224DB0833,02/11/2012,LET US C,11,KANETKAR YASHAVANT ,E &amp; TC,005.133C/KAN,,DB,
224DB0834,02/11/2012,QUANTITATIVE APTITUDE,,AGGARWAL R.S. ,COMPUTER,371.26/AGG,,DB,
224DB0835,03/12/2012,PROGRAMMING IN ANSI C,2,BALAGRUSAMY E  ,COMPUTER,005.133c/KER/RIT,,DB,73.8
224DB0836,03/12/2012,THE DESIGN OF THE UNIX OPERTATING SYSTEMS,,BACH MOURICE ,COMPUTER,005.4469/BAC,,DB,
224DB0837,03/12/2012,HUMANITIES AND SOCIAL SCIENCE,,PRADHAN M. ,COMPUTER,001.3/PRA,,DB,
224DB0838,03/12/2012,FUNDAMENTALS OF COMPUTER ALGORITHMS,,HOROWITZ ELLIS ,COMPUTER,005.12/HOR,,DB,
224DB0839,03/12/2012,JAVA HANDBOOK,, ,COMPUTER,005.133J/,,DB,
224DB0840,19/12/2012,THE UNIFIED MODELING LANGUAGE USER GUIDE,2,BOOCH GRADY ,COMPUTER,/BOO,,DB,1
224DB0841,03/12/2012,8051 MICROCONTROLLER HARDWARE SOFTWARE AND APPLICATIONS,,UDAYSHANKARA ,E &amp; TC,/UDA,,DB,1
224DB0842,03/12/2012,LET US C,11,KANETKAR YASHAVANT ,E &amp; TC,005.133C/KAN,,DB,1
224DB0843,03/12/2012,POWER ELECTRONICS,2,SINGH M D ,E &amp; TC,621.317/SIN,,DB,1
224DB0844,03/12/2012,8051 MICROCONTROLLER AND EMBEDDED SYSTEMS,2,MAZIDI MUHAMMAD ,E &amp; TC,629.895/MAZ,,DB,
224DB0845,19/12/2012,ADVANCED MS DOS PROGRAMMING,2,DUNCAN RAY ,COMPUTER,/DUN,,DB,1
224DB0846,24/12/2012,COMPUTER NETWORKS,4,TANENBAUM ANDERSON ,COMPUTER,/TAN,,DB,1
224DB0847,24/12/2012,8051 MICROCONTROLLER AND EMBEDDED SYSTEMS,,MAZIDI MUHAMMAD ,E &amp; TC,629.895/MAZ,,DB,
224DB0848,24/12/2012,8051 MICROCONTROLLER AND EMBEDDED SYSTEMS,2,MAZIDI MUHAMMAD ,E &amp; TC,629.895/MAZ,,DB,
224DB0849,24/12/2012,MIND SHARPENING LATERAL THINKING PUZZLES,,DEDWARD ,IT,/DED,,DB,1
224DB0850,24/12/2012,QUANTITATIVE APTITUDE,,AGGARWAL R.S. ,IT,/AGG,,DB,1
224DB0851,24/12/2012,LET US C,10,KANETKAR YASHAVANT ,COMPUTER,005.133C/KAN,,DB,1
224DB0852,24/12/2012,REMOTE SENSING AND GEOGRAPHICAL INFORMATION SYSTEMS,3,REDDY M ANJI ,IT,621.3878/RED,,DB,1
224DB0853,28/12/2012,HUMANITIES AND SOCIAL SCIENCE,,PRADHAN M. ,IT,001.3/PRA,,DB,
224DB0854,28/12/2012,MODERN DIGITAL ELECTRONICS,,JAIN R P ,IT,621.395/JAI,,DB,
224DB0855,03/01/2013,OPERATING SYSTEMS,6,SILBERSCHATZ ABRAHAM ,IT,005.43/SIL,,DB,
224DB0856,17/01/2013,CRYPTOGRAPHY AND NETWORK SECURITY :,5,STALLING WILLIAM ,IT,005.8/STA,,DB,
224DB0857,29/01/2013,LET US C,11,KANETKAR YASHAVANT ,E &amp; TC,005.133C/KAN,,DB,
224DB0858,29/01/2013,BARRONS NEW GRE 2013,1995,GREEN S W ,IT,371.26/GRE,,DB,
224DB0859,28/01/2013,PROBLEM SOLVING AND PROGRAMMING CONCEPTS,7,SPRANKLE M ,IT,005.12/SPR,,DB,
